Time - Dev2/ai0,Voltage - Dev2/ai0
1.098,-0.000754265
1.099,-0.000754265
1.1,-0.000754265
1.101,-0.0010763
1.102,-0.000593248
1.103,-0.000593248
1.104,-0.000432231
1.105,-0.000915282
1.106,-0.000593248
1.107,-0.000593248
1.108,-0.000593248
1.109,-0.000593248
1.11,-0.000432231
1.111,-0.000754265
1.112,-0.000754265
1.113,-0.000593248
1.114,-0.000915282
1.115,-0.000915282
1.116,-0.000915282
1.117,-0.000754265
1.118,-0.000754265
1.119,-0.000754265
1.12,-0.000593248
1.121,-0.000754265
1.122,-0.000432231
1.123,-0.000754265
1.124,-0.000593248
1.125,-0.000754265
1.126,-0.000754265
1.127,-0.000432231
1.128,-0.000593248
1.129,-0.000593248
1.13,-0.000915282
1.131,-0.000754265
1.132,-0.000593248
1.133,-0.000432231
1.134,-0.000915282
1.135,-0.000593248
1.136,-0.000915282
1.137,-0.000593248
1.138,-0.000593248
1.139,-0.000754265
1.14,-0.000754265
1.141,-0.000593248
1.142,-0.000432231
1.143,-0.000754265
1.144,-0.000593248
1.145,-0.000271214
1.146,-0.000593248
1.147,-0.000432231
1.148,-0.000754265
1.149,-0.000271214
1.15,-0.000593248
1.151,-0.000915282
1.152,-0.000432231
1.153,-0.000432231
1.154,-0.000915282
1.155,-0.000754265
1.156,-0.000754265
1.157,-0.0010763
1.158,-0.000754265
1.159,-0.000915282
1.16,-0.000593248
1.161,-0.000915282
1.162,-0.000593248
1.163,-0.000754265
1.164,-0.000754265
1.165,-0.000432231
1.166,-0.000432231
1.167,-0.000754265
1.168,-0.000432231
1.169,-0.000593248
1.17,-0.000754265
1.171,-0.000593248
1.172,-0.000593248
1.173,-0.000754265
1.174,-0.000593248
1.175,-0.000754265
1.176,-0.000754265
1.177,-0.000915282
1.178,-0.000754265
1.179,-0.000593248
1.18,-0.000754265
1.181,-0.000593248
1.182,-0.000754265
1.183,-0.000593248
1.184,0.510475
1.185,1.47111
1.186,1.85835
1.187,1.83742
1.188,1.62311
1.189,1.59283
1.19,1.57013
1.191,1.51168
1.192,1.43407
1.193,1.38979
1.194,1.3381
1.195,1.32796
1.196,1.35614
1.197,1.40058
1.198,1.45742
1.199,1.56772
1.2,1.72036
1.201,1.84773
1.202,1.97219
1.203,2.04079
1.204,2.11131
1.205,2.18764
1.206,2.24061
1.207,2.2981
1.208,2.34882
1.209,2.39938
1.21,2.44575
1.211,2.49116
1.212,2.52481
1.213,2.55847
1.214,2.57376
1.215,2.60001
1.216,2.62497
1.217,2.64896
1.218,2.67263
1.219,2.68422
1.22,2.70048
1.221,2.70902
1.222,2.7211
1.223,2.73349
1.224,2.7409
1.225,2.74638
1.226,2.75088
1.227,2.7533
1.228,2.75749
1.229,2.75877
1.23,2.76183
1.231,2.7628
1.232,2.76344
1.233,2.76699
1.234,2.7665
1.235,2.76538
1.236,2.76328
1.237,2.76248
1.238,2.76006
1.239,2.75765
1.24,2.75024
1.241,2.74171
1.242,2.73526
1.243,2.72947
1.244,2.72512
1.245,2.71884
1.246,2.71224
1.247,2.69968
1.248,2.69098
1.249,2.68116
1.25,2.66764
