Time - Dev2/ai0,Voltage - Dev2/ai0
0,-0.000915282
0.001,-0.000754265
0.002,-0.000915282
0.003,-0.000915282
0.004,-0.000754265
0.005,-0.000593248
0.006,-0.000754265
0.007,-0.000593248
0.008,-0.000754265
0.009,-0.000593248
0.01,-0.000593248
0.011,-0.000432231
0.012,-0.000593248
0.013,-0.000593248
0.014,-0.000593248
0.015,-0.000593248
0.016,-0.000593248
0.017,-0.000754265
0.018,-0.000754265
0.019,-0.000593248
0.02,-0.000593248
0.021,-0.000915282
0.022,-0.000915282
0.023,-0.000754265
0.024,-0.000593248
0.025,-0.000593248
0.026,-0.000593248
0.027,-0.000593248
0.028,-0.000593248
0.029,-0.000593248
0.03,-0.000432231
0.031,-0.000754265
0.032,-0.000432231
0.033,-0.000593248
0.034,-0.000432231
0.035,-0.000593248
0.036,-0.000754265
0.037,-0.000754265
0.038,-0.000593248
0.039,-0.000593248
0.04,-0.000754265
0.041,-0.000754265
0.042,-0.000915282
0.043,-0.000754265
0.044,-0.000754265
0.045,-0.000754265
0.046,-0.000754265
0.047,-0.000593248
0.048,-0.000754265
0.049,-0.000915282
0.05,-0.000432231
0.051,-0.000593248
0.052,-0.000593248
0.053,-0.000593248
0.054,-0.000593248
0.055,-0.000432231
0.056,-0.000432231
0.057,-0.000593248
0.058,-0.000432231
0.059,-0.000915282
0.06,-0.000754265
0.061,-0.000754265
0.062,-0.000754265
0.063,-0.000754265
0.064,-0.000915282
0.065,-0.000432231
0.066,-0.000593248
0.067,-0.000915282
0.068,-0.000432231
0.069,-0.000754265
0.07,-0.000593248
0.071,-0.000593248
0.072,-0.000593248
0.073,-0.000593248
0.074,-0.000593248
0.075,-0.000754265
0.076,-0.000593248
0.077,-0.000432231
0.078,-0.000754265
0.079,-0.000915282
0.08,-0.000593248
0.081,-0.000754265
0.082,-0.000754265
0.083,-0.000754265
0.084,-0.000754265
0.085,-0.000593248
0.086,-0.000593248
0.087,-0.000593248
0.088,-0.000593248
0.089,-0.000593248
0.09,-0.000593248
0.091,-0.000915282
0.092,-0.000593248
0.093,-0.000593248
0.094,-0.000432231
0.095,-0.000915282
0.096,-0.000593248
0.097,-0.000754265
0.098,-0.000593248
0.099,0.0254915
0.1,2.22693
0.101,2.96424
0.102,3.24039
0.103,3.27758
0.104,3.2779
0.105,3.28016
0.106,3.28434
0.107,3.28177
0.108,3.26422
0.109,3.24103
0.11,3.2172
0.111,3.20287
0.112,3.19836
0.113,3.20222
0.114,3.20931
0.115,3.22187
0.116,3.24699
0.117,3.27404
0.118,3.29642
0.119,3.31349
0.12,3.3275
0.121,3.33764
0.122,3.34972
0.123,3.35858
0.124,3.36663
0.125,3.37355
0.126,3.3816
0.127,3.39062
0.128,3.39738
0.129,3.40366
0.13,3.4101
0.131,3.41509
0.132,3.42153
0.133,3.42701
0.134,3.43377
0.135,3.43844
0.136,3.44279
0.137,3.4473
0.138,3.45132
0.139,3.45551
0.14,3.45825
0.141,3.46066
0.142,3.46356
0.143,3.46614
0.144,3.46807
0.145,3.47097
0.146,3.47354
0.147,3.47564
0.148,3.47789
0.149,3.47966
0.15,3.48208
0.151,3.48353
0.152,3.48578
0.153,3.48739
0.154,3.48932
0.155,3.4911
0.156,3.49287
0.157,3.49432
0.158,3.49609
0.159,3.49738
0.16,3.49899
0.161,3.49995
0.162,3.50156
0.163,3.50285
0.164,3.50366
0.165,3.50559
0.166,3.50688
0.167,3.50849
0.168,3.51042
0.169,3.51122
0.17,3.51235
0.171,3.51332
0.172,3.5146
0.173,3.51525
0.174,3.51638
0.175,3.51702
0.176,3.5175
0.177,3.51879
0.178,3.5196
0.179,3.52072
0.18,3.52169
0.181,3.52282
0.182,3.52394
0.183,3.52475
0.184,3.52523
0.185,3.52572
0.186,3.52604
0.187,3.52716
0.188,3.52733
0.189,3.52749
0.19,3.52813
0.191,3.52861
0.192,3.52877
0.193,3.52942
0.194,3.52942
0.195,3.5299
0.196,3.53039
0.197,3.53022
0.198,3.53087
0.199,3.53103
0.2,3.53087
0.201,3.53087
0.202,3.53119
0.203,3.53119
0.204,3.53167
0.205,3.53151
0.206,3.532
0.207,3.53216
0.208,3.53248
0.209,3.53248
0.21,3.53264
0.211,3.53232
0.212,3.53264
0.213,3.53232
0.214,3.53248
0.215,3.53264
0.216,3.5328
0.217,3.53328
0.218,3.53312
0.219,3.53296
0.22,3.53312
0.221,3.53312
0.222,3.53264
0.223,3.5328
0.224,3.53312
0.225,3.53296
0.226,3.53312
0.227,3.5328
0.228,3.53312
0.229,3.53296
0.23,3.53312
0.231,3.53312
0.232,3.53312
0.233,3.53248
0.234,3.53312
0.235,3.53296
0.236,3.53328
0.237,3.53328
0.238,3.53312
0.239,3.53312
0.24,3.53312
0.241,3.53312
0.242,3.53409
0.243,3.53312
0.244,3.53344
0.245,3.53361
0.246,3.53296
0.247,3.53344
0.248,3.53312
0.249,3.53312
0.25,3.53377
0.251,3.53328
0.252,3.53296
0.253,3.53361
0.254,3.53361
0.255,3.53409
0.256,3.53377
0.257,3.53361
0.258,3.53377
0.259,3.53393
0.26,3.53344
0.261,3.53377
0.262,3.53344
0.263,3.53361
0.264,3.53344
0.265,3.53344
0.266,3.53361
0.267,3.53361
0.268,3.53393
0.269,3.53393
0.27,3.53425
0.271,3.53441
0.272,3.53425
0.273,3.53393
0.274,3.53457
0.275,3.53489
0.276,3.53505
0.277,3.53425
0.278,3.53538
0.279,3.53473
0.28,3.53489
0.281,3.53489
0.282,3.53489
0.283,3.53505
0.284,3.53505
0.285,3.5357
0.286,3.53554
0.287,3.53554
0.288,3.53618
0.289,3.53634
0.29,3.53618
0.291,3.53618
0.292,3.53634
0.293,3.53634
0.294,3.53634
0.295,3.53666
0.296,3.53666
0.297,3.53666
0.298,3.53666
0.299,3.5365
0.3,3.53666
0.301,3.53699
0.302,3.53666
0.303,3.53699
0.304,3.53634
0.305,3.53699
0.306,3.53731
0.307,3.5365
0.308,3.5365
0.309,3.53683
0.31,3.53683
0.311,3.53683
0.312,3.53715
0.313,3.53699
0.314,3.53699
0.315,3.53715
0.316,3.53731
0.317,3.53699
0.318,3.53683
0.319,3.53779
0.32,3.53731
0.321,3.53763
0.322,3.53699
0.323,3.53747
0.324,3.53795
0.325,3.53763
0.326,3.53779
0.327,3.53795
0.328,3.53763
0.329,3.53795
0.33,3.53795
0.331,3.53779
0.332,3.53763
0.333,3.53828
0.334,3.53795
0.335,3.5386
0.336,3.53795
0.337,3.53795
0.338,3.53795
0.339,3.53811
0.34,3.53795
0.341,3.53811
0.342,3.53811
0.343,3.53779
0.344,3.53811
0.345,3.53763
0.346,3.53795
0.347,3.53779
0.348,3.53763
0.349,3.53779
0.35,3.53795
0.351,3.53763
0.352,3.53779
0.353,3.53763
0.354,3.53779
0.355,3.53747
0.356,3.53763
0.357,3.53763
0.358,3.53747
0.359,3.53731
0.36,3.53731
0.361,3.53715
0.362,3.53747
0.363,3.53731
0.364,3.53731
0.365,3.53715
0.366,3.53763
0.367,3.53699
0.368,3.53715
0.369,3.53683
0.37,3.53699
0.371,3.53666
0.372,3.53699
0.373,3.53699
0.374,3.5365
0.375,3.53683
0.376,3.53666
0.377,3.53634
0.378,3.5365
0.379,3.53618
0.38,3.53618
0.381,3.53618
0.382,3.5357
0.383,3.53586
0.384,3.53618
0.385,3.53586
0.386,3.5357
0.387,3.53554
0.388,3.53538
0.389,3.53538
0.39,3.53538
0.391,3.53505
0.392,3.53538
0.393,3.53522
0.394,3.53522
0.395,3.53505
0.396,3.53522
0.397,3.53473
0.398,3.53505
0.399,3.53457
0.4,3.53473
0.401,3.53522
0.402,3.53489
0.403,3.53473
0.404,3.53457
0.405,3.53457
0.406,3.53441
0.407,3.53473
0.408,3.53441
0.409,3.53425
0.41,3.53457
0.411,3.53425
0.412,3.53393
0.413,3.53409
0.414,3.53377
0.415,3.53377
0.416,3.53344
0.417,3.53328
0.418,3.53361
0.419,3.53344
0.42,3.53361
0.421,3.53344
0.422,3.53328
0.423,3.53328
0.424,3.53344
0.425,3.53344
0.426,3.53328
0.427,3.53328
0.428,3.53296
0.429,3.5328
0.43,3.5328
0.431,3.53312
0.432,3.53312
0.433,3.5328
0.434,3.53264
0.435,3.5328
0.436,3.53248
0.437,3.53264
0.438,3.53248
0.439,3.53264
0.44,3.53248
0.441,3.53216
0.442,3.53232
0.443,3.53232
0.444,3.53312
0.445,3.53264
0.446,3.53248
0.447,3.5328
0.448,3.53248
0.449,3.5328
0.45,3.53248
0.451,3.53264
0.452,3.53264
0.453,3.53264
0.454,3.5328
0.455,3.5328
