Time - Dev2/ai0,Voltage - Dev2/ai0
0.343,-0.000915282
0.344,-0.000754265
0.345,-0.000593248
0.346,-0.000754265
0.347,-0.000915282
0.348,-0.000432231
0.349,-0.000915282
0.35,-0.000432231
0.351,-0.000754265
0.352,-0.000754265
0.353,-0.000593248
0.354,-0.000754265
0.355,-0.000593248
0.356,-0.000593248
0.357,-0.000432231
0.358,-0.000593248
0.359,-0.000432231
0.36,-0.000915282
0.361,-0.000754265
0.362,-0.0010763
0.363,-0.000593248
0.364,-0.000754265
0.365,-0.00139833
0.366,-0.000754265
0.367,-0.000915282
0.368,-0.000593248
0.369,-0.000754265
0.37,-0.000593248
0.371,-0.000432231
0.372,-0.000593248
0.373,-0.000432231
0.374,-0.000593248
0.375,-0.000593248
0.376,-0.000432231
0.377,-0.000271214
0.378,-0.000432231
0.379,-0.000432231
0.38,-0.000754265
0.381,-0.000432231
0.382,-0.000593248
0.383,-0.000754265
0.384,-0.000593248
0.385,-0.000915282
0.386,-0.000754265
0.387,-0.000915282
0.388,-0.000754265
0.389,-0.000432231
0.39,-0.000271214
0.391,-0.000593248
0.392,-0.000432231
0.393,-0.000271214
0.394,-0.000432231
0.395,-0.000593248
0.396,-0.000593248
0.397,-0.000432231
0.398,-0.000915282
0.399,-0.000593248
0.4,-0.000593248
0.401,-0.000915282
0.402,-0.000593248
0.403,-0.000754265
0.404,-0.000915282
0.405,-0.00123732
0.406,-0.000593248
0.407,-0.000593248
0.408,-0.000754265
0.409,-0.000432231
0.41,-0.000271214
0.411,-0.000593248
0.412,-0.000593248
0.413,-0.000432231
0.414,-0.000432231
0.415,-0.000593248
0.416,-0.000271214
0.417,-0.000593248
0.418,-0.000754265
0.419,-0.0010763
0.42,-0.000754265
0.421,-0.000754265
0.422,-0.000754265
0.423,-0.000754265
0.424,-0.000915282
0.425,-0.000754265
0.426,-0.000754265
0.427,-0.000593248
0.428,-0.000593248
0.429,-0.000754265
0.43,-0.000754265
0.431,-0.000754265
0.432,-0.000271214
0.433,-0.000754265
0.434,-0.000271214
0.435,-0.000593248
0.436,-0.000754265
0.437,-0.000593248
0.438,-0.000754265
0.439,-0.000754265
0.44,-0.000754265
0.441,-0.000432231
0.442,-0.000593248
0.443,-0.000915282
0.444,-0.000593248
0.445,-0.000593248
0.446,-0.000593248
0.447,-0.000432231
0.448,-0.000754265
0.449,-0.000754265
0.45,-0.000593248
0.451,-0.000593248
0.452,-0.000593248
0.453,-0.000593248
0.454,-0.000432231
0.455,-0.000432231
0.456,-0.000432231
0.457,-0.000915282
0.458,-0.000593248
0.459,-0.000593248
0.46,-0.000754265
0.461,-0.000754265
0.462,-0.000915282
0.463,-0.000593248
0.464,-0.000915282
0.465,-0.000754265
0.466,-0.000915282
0.467,-0.000915282
0.468,-0.000915282
0.469,-0.000915282
0.47,-0.000593248
0.471,-0.000593248
0.472,-0.000593248
0.473,-0.000432231
0.474,-0.000432231
0.475,-0.000271214
0.476,-0.000432231
0.477,-0.000593248
0.478,-0.000432231
0.479,-0.000593248
0.48,-0.000593248
0.481,-0.000593248
0.482,-0.000754265
0.483,-0.000915282
0.484,-0.000754265
0.485,-0.000754265
0.486,-0.0010763
0.487,-0.000754265
0.488,-0.000593248
0.489,-0.000754265
0.49,-0.000754265
0.491,-0.000432231
0.492,-0.000432231
0.493,-0.000593248
0.494,-0.000432231
0.495,-0.000593248
0.496,-0.000593248
0.497,-0.000593248
0.498,-0.000593248
0.499,-0.000593248
0.5,-0.000593248
0.501,-0.000593248
0.502,-0.0010763
0.503,-0.000915282
0.504,-0.000915282
0.505,-0.000754265
0.506,-0.00123732
0.507,-0.000754265
0.508,-0.000915282
0.509,-0.000754265
0.51,-0.000432231
0.511,-0.000593248
0.512,-0.000593248
0.513,-0.000432231
0.514,-0.000754265
0.515,-0.000754265
0.516,-0.000593248
0.517,-0.000432231
0.518,-0.000271214
0.519,-0.000754265
0.52,-0.000754265
0.521,-0.000593248
0.522,-0.000593248
0.523,-0.000754265
0.524,-0.000432231
0.525,-0.000754265
0.526,-0.000754265
0.527,-0.000915282
0.528,-0.000593248
0.529,-0.000593248
0.53,-0.000432231
0.531,-0.000593248
0.532,-0.000432231
0.533,-0.000110198
0.534,0.625119
0.535,2.24528
0.536,2.77439
0.537,2.87213
0.538,2.78212
0.539,2.65314
0.54,2.52707
0.541,2.44978
0.542,2.45429
0.543,2.52095
0.544,2.58423
0.545,2.65749
0.546,2.71739
0.547,2.76022
0.548,2.79533
0.549,2.82721
0.55,2.85184
0.551,2.86795
0.552,2.88034
0.553,2.89661
0.554,2.90852
0.555,2.92334
0.556,2.9359
0.557,2.94878
0.558,2.95989
0.559,2.96858
0.56,2.9747
0.561,2.98018
0.562,2.98646
0.563,2.99177
0.564,2.9958
0.565,2.99966
0.566,3.00336
0.567,3.00707
0.568,3.01077
0.569,3.0156
0.57,3.01818
0.571,3.02204
0.572,3.02832
0.573,3.03412
0.574,3.03911
0.575,3.04394
0.576,3.04636
0.577,3.04909
0.578,3.05183
0.579,3.05344
0.58,3.05441
0.581,3.05634
0.582,3.05843
0.583,3.05908
0.584,3.06149
0.585,3.06536
0.586,3.06842
0.587,3.07148
0.588,3.07309
0.589,3.07566
0.59,3.0784
0.591,3.08114
0.592,3.08436
0.593,3.08629
0.594,3.09048
0.595,3.09289
0.596,3.09643
0.597,3.09837
0.598,3.10046
0.599,3.1032
0.6,3.10529
0.601,3.10706
0.602,3.10964
0.603,3.11125
0.604,3.11237
0.605,3.1135
0.606,3.11576
0.607,3.11688
0.608,3.11769
0.609,3.11882
0.61,3.11962
0.611,3.12075
0.612,3.12139
0.613,3.12236
0.614,3.12381
0.615,3.12381
0.616,3.12445
0.617,3.12526
0.618,3.12638
0.619,3.12687
0.62,3.12703
0.621,3.12783
0.622,3.12864
0.623,3.1288
0.624,3.13009
0.625,3.13057
0.626,3.13057
0.627,3.13137
0.628,3.13073
0.629,3.13137
0.63,3.13186
0.631,3.13137
0.632,3.13105
0.633,3.13137
0.634,3.13041
0.635,3.13073
0.636,3.13041
0.637,3.13121
0.638,3.13073
0.639,3.13105
0.64,3.1317
0.641,3.13282
0.642,3.13186
0.643,3.13218
0.644,3.13186
0.645,3.13202
0.646,3.13186
0.647,3.13234
0.648,3.13443
0.649,3.13427
0.65,3.13427
0.651,3.13508
0.652,3.1354
0.653,3.1354
0.654,3.13588
0.655,3.13669
0.656,3.13733
0.657,3.13782
0.658,3.1383
0.659,3.13814
0.66,3.13733
0.661,3.13798
0.662,3.13782
0.663,3.13749
0.664,3.13685
0.665,3.13717
0.666,3.13653
0.667,3.13572
0.668,3.1354
0.669,3.13508
0.67,3.1346
0.671,3.13411
0.672,3.13347
0.673,3.13347
0.674,3.13298
0.675,3.13202
0.676,3.13154
0.677,3.13073
0.678,3.1296
0.679,3.12896
0.68,3.12767
0.681,3.12671
0.682,3.12526
0.683,3.12365
0.684,3.12268
0.685,3.12107
